Timestamp,Open,High,Low,Close,Volume
2023-01-01 10:00:00,100.03741884843276,100.53068035922112,99.3438318469658,99.95555148606257,1033
2023-01-01 10:01:00,100.1990071507448,100.60214490307051,99.61461459428405,100.16498935156392,1099
2023-01-01 10:02:00,100.22327600283126,100.7000187296397,99.81228229076987,100.16918803171367,1016
2023-01-01 10:03:00,100.18837227671281,100.7659630366867,99.83346581605734,100.27465207474236,1073
2023-01-01 10:04:00,100.45247365923524,100.91468559871015,99.7302492423022,100.33507868126473,1013
2023-01-01 10:05:00,100.55466125849027,101.04948103840982,99.97049832823254,100.40775763191598,1036
2023-01-01 10:06:00,100.50329753868509,101.08046344308315,100.17379349843758,100.63436927594633,1086
2023-01-01 10:07:00,100.62697862424461,101.08116961166904,100.12874195496279,100.70944399046766,1004
2023-01-01 10:08:00,100.72020240547107,101.40838197849295,100.30696756153645,100.89023186465512,1068
2023-01-01 10:09:00,100.93671267169114,101.18919288470632,100.52663679644054,100.881307968252,1046
2023-01-01 10:10:00,100.91725475689759,101.44740914404841,100.5432187174538,101.07757047304021,1039
2023-01-01 10:11:00,101.18053676981442,101.81707901015537,100.55799896932136,101.18608086105405,1005
2023-01-01 10:12:00,101.26669931858086,101.79642476753709,100.72441265725178,101.24873271453602,1066
2023-01-01 10:13:00,101.23132340595387,101.7818645326372,100.67467038920866,101.39417308432297,1068
2023-01-01 10:14:00,101.53513427350447,101.95659899944052,100.9087487758159,101.40437131788464,1036
2023-01-01 10:15:00,101.49562722430613,102.11839747741205,100.89812907440287,101.51784418957666,1098
2023-01-01 10:16:00,101.62879275305515,102.21459977111168,101.02484892996918,101.65082113824108,1017
2023-01-01 10:17:00,101.79534474101655,102.26608048547327,101.30373066831275,101.74113717085923,1025
2023-01-01 10:18:00,101.64979919573427,102.46873290075305,101.18246872192522,101.77386717840479,1027
2023-01-01 10:19:00,101.78405659299554,102.40880189369575,101.33555009357906,101.97909210530172,1087
2023-01-01 10:20:00,101.76154016231754,102.47345439772093,101.54622323581279,101.94613154424972,1051
2023-01-01 10:21:00,101.95382665153983,102.54543970375536,101.50284686145805,102.18887149721621,1028
2023-01-01 10:22:00,102.1669482761274,102.67257281905282,101.72870879647341,102.13218021098942,1027
2023-01-01 10:23:00,102.20872510559349,102.69256077855484,101.73074652833728,102.30684741002148,1086
2023-01-01 10:24:00,102.51939010618615,102.86707641000113,101.98778699529171,102.35045889130036,1064
2023-01-01 10:25:00,102.48408045530472,103.11743714027308,101.95717417232693,102.54980060979629,1032
2023-01-01 10:26:00,102.61169941701108,103.06969366877927,102.1507853718542,102.61149312629199,1020
2023-01-01 10:27:00,102.58415715853047,103.05482399131097,102.20147557928,102.66311563701576,1060
2023-01-01 10:28:00,102.66914987017022,103.2897627147511,102.32877659529854,102.89883148392245,1062
2023-01-01 10:29:00,102.82038709556677,103.49738263396803,102.16391959895266,102.8376281361624,1035
2023-01-01 10:30:00,103.01478422743578,103.4109223000585,102.494528390791,102.98472200736954,1078
2023-01-01 10:31:00,103.21684124730258,103.52784314155876,102.52535013110659,103.05929380027167,1094
2023-01-01 10:32:00,103.12622097868007,103.7641224049896,102.68139404098505,103.15923614663403,1098
2023-01-01 10:33:00,103.40915465049086,103.82663867420813,102.9645968878789,103.27151202596205,1031
2023-01-01 10:34:00,103.38244878275863,103.88340188185097,102.98562366294705,103.34997409680851,1059
2023-01-01 10:35:00,103.44985592345402,104.1487730010375,102.96398076285601,103.43765571388538,1078
2023-01-01 10:36:00,103.60935676825139,104.25171963323776,103.08978466027652,103.60855090105571,1079
2023-01-01 10:37:00,103.59813116166106,104.24447539736438,103.1732074058376,103.64353675512385,1015
2023-01-01 10:38:00,103.74793553007726,104.49001224169243,103.35534018652758,103.75968075717381,1036
2023-01-01 10:39:00,103.88786991820498,104.30647418916897,103.43181690176179,103.92938482922615,1010
2023-01-01 10:40:00,103.9793011179783,104.46283670130161,103.70465579602588,103.99122622881954,1050
2023-01-01 10:41:00,104.03606610781506,104.47175293519975,103.569248115297,104.09817515417838,1086
2023-01-01 10:42:00,104.09268041650805,104.6402793425453,103.7330397593799,104.29917186190146,1074
2023-01-01 10:43:00,104.25736812558637,104.82720016282134,103.7438004004915,104.22217153494468,1045
2023-01-01 10:44:00,104.60515115852755,104.93728934201191,103.85662139250731,104.40306735459542,1030
2023-01-01 10:45:00,104.60801321129362,104.85901174196091,104.03935540231711,104.55423315197973,1079
2023-01-01 10:46:00,104.62914222813907,105.05541564351526,104.02191584932916,104.5738696069355,1023
2023-01-01 10:47:00,104.71325418969087,105.23728357213727,104.05286840530276,104.67150177749569,1023
2023-01-01 10:48:00,104.96425927702337,105.36469803565677,104.3912787679162,104.70526673059335,1081
2023-01-01 10:49:00,104.871771655611,105.35148778990889,104.54094745179411,104.91683609206204,1055
2023-01-01 10:50:00,104.97435637941207,105.57585779899601,104.53762825931345,104.97753654402528,1053
2023-01-01 10:51:00,105.12328661663632,105.4913992033247,104.56115458766581,105.1917723545105,1086
2023-01-01 10:52:00,105.20375733370165,105.78055247253047,104.68960909974692,105.22035684309257,1054
2023-01-01 10:53:00,105.30482113545273,105.77270969462158,104.81326671221167,105.25089874389305,1000
2023-01-01 10:54:00,105.26944638708237,105.9662421478139,104.91220770759888,105.44644767258272,1028
2023-01-01 10:55:00,105.66671320883015,105.8979264774179,104.93869252951785,105.51444555553067,1025
2023-01-01 10:56:00,105.3580827362937,106.07986542105954,105.15423173777758,105.58889358016404,1022
2023-01-01 10:57:00,105.76518049168195,106.3754218763431,105.1295729109121,105.77939407327992,1005
2023-01-01 10:58:00,105.64598113387403,106.52293678812917,105.3268020675531,105.76696703291813,1069
2023-01-01 10:59:00,105.9289815630958,106.54040412737575,105.46136645727265,105.86994729159184,1078
